trump_word,trump_count,trump_frequency,trump_syllable,,obama_word,obama_frequency,obama_count,obama_syllable
rolling,12,2.73E-05,2,,humanity,2.84E-05,3,4
admit,14,3.19E-05,2,,facility,9.47E-06,1,4
dershowitz,14,3.19E-05,3,,definitely,9.47E-06,1,5
electricity,3,6.83E-06,5,,literally,4.74E-05,5,4
additionally,14,3.19E-05,5,,theory,2.84E-05,3,2
mothers,5,1.14E-05,2,,brothers,4.74E-05,5,2
congratulate,11,2.51E-05,4,,fundamental,6.63E-05,7,4
improvements,14,3.19E-05,4,,firefighter,2.84E-05,3,4
misdemeanors,14,3.19E-05,4,,advertising,9.47E-06,1,4
commercial,14,3.19E-05,3,,obligations,9.47E-06,1,4
contributions,12,2.73E-05,4,,immediate,9.47E-06,1,3
understanding,13,2.96E-05,4,,achievements,9.47E-06,1,4
investigators,14,3.19E-05,5,,entrepreneurs,6.63E-05,7,4
nor,12,2.73E-05,1,,beneficiaries,1.89E-05,2,5
hot,10,2.28E-05,1,,dyk,6.63E-05,7,1
nra,12,2.73E-05,1,,sat,2.84E-05,3,1
cop,12,2.73E-05,1,,ray,9.47E-06,1,1
hat,4,9.11E-06,1,,ups,9.47E-06,1,1
ben,12,2.73E-05,1,,sec,1.89E-05,2,1
sue,13,2.96E-05,1,,eye,1.89E-05,2,1
cbs,13,2.96E-05,1,,gear,2.84E-05,3,1
gps,13,2.96E-05,1,,mile,9.47E-06,1,2
chip,1,2.28E-06,1,,nows,6.63E-05,7,1
note,4,9.11E-06,1,,pope,2.84E-05,3,1
drew,12,2.73E-05,1,,rely,2.84E-05,3,2
fuel,5,1.14E-05,1,,pain,9.47E-06,1,1
boss,11,2.51E-05,1,,reid,9.47E-06,1,1
wild,12,2.73E-05,1,,sees,1.89E-05,2,1
fort,12,2.73E-05,1,,rain,3.79E-05,4,1
asia,11,2.51E-05,2,,fees,2.84E-05,3,1
gulf,5,1.14E-05,1,,core,1.89E-05,2,1
wide,13,2.96E-05,1,,hair,1.89E-05,2,1
boom,13,2.96E-05,1,,judy,2.84E-05,3,2
calm,13,2.96E-05,1,,glory,1.89E-05,2,2
joes,13,2.96E-05,1,,kings,4.74E-05,5,1
copy,13,2.96E-05,2,,vowed,9.47E-06,1,1
sale,13,2.96E-05,2,,corps,2.84E-05,3,1
parks,6,1.37E-05,1,,bacon,1.89E-05,2,2
renew,5,1.14E-05,2,,osama,3.79E-05,4,3
range,12,2.73E-05,1,,knock,4.74E-05,5,1
daily,11,2.51E-05,2,,bears,1.89E-05,2,1
stick,11,2.51E-05,1,,touch,1.89E-05,2,1
yorks,12,2.73E-05,1,,mixed,9.47E-06,1,1
cindy,13,2.96E-05,2,,forms,2.84E-05,3,1
flake,13,2.96E-05,1,,urges,5.68E-05,6,1
wacko,13,2.96E-05,2,,picks,3.79E-05,4,1
owner,13,2.96E-05,2,,fence,9.47E-06,1,1
boris,13,2.96E-05,2,,newest,1.89E-05,2,2
baker,13,2.96E-05,2,,belief,2.84E-05,3,2
ocare,13,2.96E-05,2,,leaves,4.74E-05,5,1
actual,12,2.73E-05,2,,blacks,9.47E-06,1,1
ticket,10,2.28E-05,2,,fields,1.89E-05,2,1
adding,9,2.05E-05,2,,abroad,3.79E-05,4,2
storms,11,2.51E-05,1,,breast,4.74E-05,5,1
status,6,1.37E-05,2,,babies,2.84E-05,3,2
nelson,7,1.59E-05,2,,worthy,1.89E-05,2,2
daniel,11,2.51E-05,2,,aurora,5.68E-05,6,3
couple,10,2.28E-05,2,,spring,3.79E-05,4,1
caucus,11,2.51E-05,2,,steven,9.47E-06,1,2
expose,13,2.96E-05,2,,denver,5.68E-05,6,2
dumped,13,2.96E-05,1,,resort,2.84E-05,3,2
murphy,13,2.96E-05,2,,solemn,9.47E-06,1,2
beaten,13,2.96E-05,2,,female,1.89E-05,2,3
brazil,13,2.96E-05,2,,buyout,6.63E-05,7,2
census,13,2.96E-05,2,,rapids,9.47E-06,1,2
target,13,2.96E-05,2,,laptop,1.89E-05,2,2
spoken,13,2.96E-05,2,,warming,2.84E-05,3,2
resist,13,2.96E-05,2,,solving,3.79E-05,4,2
mcgahn,13,2.96E-05,1,,disease,1.89E-05,2,2
jobless,12,2.73E-05,2,,decline,3.79E-05,4,2
require,3,6.83E-06,2,,stretch,5.68E-05,6,1
natural,11,2.51E-05,3,,hateful,9.47E-06,1,3
options,7,1.59E-05,2,,degrees,3.79E-05,4,2
blocked,8,1.82E-05,1,,chances,9.47E-06,1,1
central,10,2.28E-05,2,,savings,4.74E-05,5,2
crashed,5,1.14E-05,1,,denying,4.74E-05,5,2
article,12,2.73E-05,3,,retired,1.89E-05,2,2
trading,8,1.82E-05,2,,develop,1.89E-05,2,3
updates,9,2.05E-05,2,,appoint,1.89E-05,2,2
culture,12,2.73E-05,2,,blowing,9.47E-06,1,2
offered,12,2.73E-05,2,,imports,2.84E-05,3,2
seeking,13,2.96E-05,2,,distant,9.47E-06,1,2
forming,13,2.96E-05,2,,manager,9.47E-06,1,3
ashamed,13,2.96E-05,2,,monthly,3.79E-05,4,2
trumper,13,2.96E-05,2,,updated,1.89E-05,2,2
falsely,13,2.96E-05,3,,senates,2.84E-05,3,2
defends,13,2.96E-05,2,,seasons,9.47E-06,1,2
pricing,13,2.96E-05,2,,improved,3.79E-05,4,2
admiral,13,2.96E-05,3,,ordinary,6.63E-05,7,4
concast,13,2.96E-05,2,,ensuring,3.79E-05,4,3
whoever,13,2.96E-05,2,,medicine,1.89E-05,2,3
anthony,13,2.96E-05,3,,insurers,6.63E-05,7,3
contact,13,2.96E-05,2,,wherever,3.79E-05,4,3
missile,13,2.96E-05,3,,athletes,3.79E-05,4,2
charging,9,2.05E-05,2,,physical,9.47E-06,1,3
accident,11,2.51E-05,3,,domestic,9.47E-06,1,3
extended,12,2.73E-05,2,,occasion,1.89E-05,2,3
saddened,10,2.28E-05,2,,smartest,9.47E-06,1,2
suburban,13,2.96E-05,3,,designed,2.84E-05,3,2
exposing,13,2.96E-05,3,,familiar,4.74E-05,5,3
friendly,13,2.96E-05,2,,toughest,2.84E-05,3,2
warriors,13,2.96E-05,2,,endorses,3.79E-05,4,2
protests,13,2.96E-05,2,,tireless,2.84E-05,3,3
although,13,2.96E-05,2,,goodness,1.89E-05,2,2
unhinged,13,2.96E-05,2,,delivery,9.47E-06,1,4
sheriffs,13,2.96E-05,2,,reaction,9.47E-06,1,2
captured,13,2.96E-05,2,,everyday,1.89E-05,2,4
horrific,13,2.96E-05,3,,publicly,9.47E-06,1,3
midterms,13,2.96E-05,2,,reminded,2.84E-05,3,2
treatment,8,1.82E-05,2,,arriving,9.47E-06,1,3
referring,12,2.73E-05,3,,keystone,2.84E-05,3,2
newspaper,12,2.73E-05,3,,contrary,9.47E-06,1,3
exclusive,12,2.73E-05,3,,rejecting,4.74E-05,5,3
pensacola,13,2.96E-05,4,,character,1.89E-05,2,3
broadcast,13,2.96E-05,2,,judgement,9.47E-06,1,3
watergate,13,2.96E-05,3,,answering,3.79E-05,4,3
terminate,13,2.96E-05,3,,employers,4.74E-05,5,3
predicted,13,2.96E-05,2,,promising,2.84E-05,3,3
bilateral,13,2.96E-05,4,,substance,9.47E-06,1,2
addressing,4,9.11E-06,3,,believing,3.79E-05,4,3
population,9,2.05E-05,4,,efficient,2.84E-05,3,3
ultimately,11,2.51E-05,5,,sotomayor,5.68E-05,6,4
associated,12,2.73E-05,3,,reception,9.47E-06,1,3
discussion,11,2.51E-05,3,,undermine,9.47E-06,1,3
horrendous,13,2.96E-05,3,,cutter,9.47E-06,1,2
apprentice,13,2.96E-05,3,,settled,3.79E-05,4,1
prosecutor,13,2.96E-05,4,,shutting,2.84E-05,3,2
letting,11,2.51E-05,2,,shattered,9.47E-06,1,2
williams,12,2.73E-05,2,,guaranteed,3.79E-05,4,3
basketball,8,1.82E-05,3,,resilience,3.79E-05,4,3
fundraising,4,9.11E-06,3,,repeatedly,1.89E-05,2,4
threatening,7,1.59E-05,3,,graduation,3.79E-05,4,3
inspiration,6,1.37E-05,4,,tirelessly,1.89E-05,2,4
appointment,13,2.96E-05,3,,everybodys,3.79E-05,4,5
keith,13,2.96E-05,1,,revolution,9.47E-06,1,4
limits,4,9.11E-06,2,,sacrificed,4.74E-05,5,3
waited,11,2.51E-05,1,,unwavering,9.47E-06,1,4
profits,3,6.83E-06,2,,agreements,9.47E-06,1,3
capitol,9,2.05E-05,3,,remembered,9.47E-06,1,3
pundits,12,2.73E-05,2,,jill,9.47E-06,1,1
positions,5,1.14E-05,3,,spill,6.63E-05,7,1
mother,4,9.11E-06,2,,smaller,9.47E-06,1,2
mortality,13,2.96E-05,4,,polluters,4.74E-05,5,3
theyll,8,1.82E-05,1,,nashville,9.47E-06,1,2
overwhelming,10,2.28E-05,4,,fundamentally,5.68E-05,6,5
consequences,11,2.51E-05,3,,suit,1.89E-05,2,1
commonwealth,13,2.96E-05,3,,tuition,5.68E-05,6,2
mom,3,6.83E-06,1,,writers,9.47E-06,1,2
mrs,12,2.73E-05,1,,withdraw,1.89E-05,2,2
bold,9,2.05E-05,1,,invitation,9.47E-06,1,4
grew,6,1.37E-05,1,,flexibility,1.89E-05,2,5
seek,10,2.28E-05,1,,imagination,2.84E-05,3,5
roof,8,1.82E-05,1,,legislature,2.84E-05,3,4
wear,9,2.05E-05,1,,experienced,9.47E-06,1,3
main,10,2.28E-05,1,,immigrant,2.84E-05,3,3
arab,12,2.73E-05,2,,commencement,9.47E-06,1,4
flip,12,2.73E-05,1,,corporations,2.84E-05,3,4
seal,12,2.73E-05,1,,manipulation,9.47E-06,1,5
pure,12,2.73E-05,1,,particularly,1.89E-05,2,5
leak,12,2.73E-05,1,,underestimate,1.89E-05,2,5
opec,12,2.73E-05,2,,transportation,1.89E-05,2,4
pols,12,2.73E-05,1,,arm,9.47E-06,1,1
color,7,1.59E-05,2,,hiv,2.84E-05,3,1
youth,8,1.82E-05,1,,sea,1.89E-05,2,1
girls,1,2.28E-06,1,,joy,9.47E-06,1,1
acted,9,2.05E-05,1,,rosa,5.68E-05,6,2
backs,6,1.37E-05,1,,body,1.89E-05,2,2
grant,7,1.59E-05,1,,girl,3.79E-05,4,1
feels,9,2.05E-05,1,,soar,9.47E-06,1,1
moves,9,2.05E-05,1,,hugs,5.68E-05,6,1
chair,11,2.51E-05,1,,male,4.74E-05,5,2
lunch,9,2.05E-05,1,,rent,9.47E-06,1,1
plane,11,2.51E-05,1,,foot,1.89E-05,2,1
harry,12,2.73E-05,2,,bans,3.79E-05,4,1
ocean,12,2.73E-05,2,,rank,9.47E-06,1,1
taxed,12,2.73E-05,1,,fame,9.47E-06,1,1
maria,12,2.73E-05,2,,feet,2.84E-05,3,1
laura,12,2.73E-05,2,,flat,2.84E-05,3,1
pages,12,2.73E-05,1,,hook,9.47E-06,1,1
cable,12,2.73E-05,2,,snow,2.84E-05,3,1
magic,12,2.73E-05,2,,sets,2.84E-05,3,1
mayors,11,2.51E-05,2,,bear,2.84E-05,3,1
sooner,10,2.28E-05,2,,raid,9.47E-06,1,1
burden,5,1.14E-05,2,,laid,2.84E-05,3,1
loving,11,2.51E-05,2,,spot,9.47E-06,1,1
affect,2,4.56E-06,2,,tank,9.47E-06,1,1
winter,8,1.82E-05,2,,baby,1.89E-05,2,2
soccer,6,1.37E-05,2,,heat,1.89E-05,2,1
luxury,1,2.28E-06,3,,pump,2.84E-05,3,1
severe,5,1.14E-05,2,,chat,4.74E-05,5,1
picked,8,1.82E-05,1,,rail,9.47E-06,1,1
donors,6,1.37E-05,2,,gods,9.47E-06,1,1
update,9,2.05E-05,2,,sleep,1.89E-05,2,1
openly,8,1.82E-05,3,,globe,1.89E-05,2,1
nurses,10,2.28E-05,1,,sweet,4.74E-05,5,1
square,12,2.73E-05,1,,mount,9.47E-06,1,1
liddle,12,2.73E-05,2,,drops,1.89E-05,2,1
senior,12,2.73E-05,2,,quiet,1.89E-05,2,2
deadly,12,2.73E-05,2,,brady,9.47E-06,1,2
mildly,12,2.73E-05,2,,scare,2.84E-05,3,1
slowly,12,2.73E-05,2,,hurry,9.47E-06,1,2
murder,12,2.73E-05,2,,reads,1.89E-05,2,1
phones,12,2.73E-05,1,,hears,3.79E-05,4,1
sounds,12,2.73E-05,1,,rough,9.47E-06,1,1
macron,12,2.73E-05,2,,sizes,2.84E-05,3,1
steyer,12,2.73E-05,2,,slash,9.47E-06,1,1
carter,12,2.73E-05,2,,emily,9.47E-06,1,3
endure,12,2.73E-05,2,,music,1.89E-05,2,2
flying,12,2.73E-05,1,,asian,9.47E-06,1,2
merely,12,2.73E-05,3,,cards,1.89E-05,2,1
maxine,12,2.73E-05,2,,buddy,9.47E-06,1,2
dorian,12,2.73E-05,2,,repeat,9.47E-06,1,2
kicking,4,9.11E-06,2,,tackle,5.68E-05,6,2
longest,6,1.37E-05,2,,coffee,5.68E-05,6,2
destiny,6,1.37E-05,3,,ignore,1.89E-05,2,2
blessed,9,2.05E-05,1,,remind,3.79E-05,4,2
embrace,5,1.14E-05,2,,heaven,2.84E-05,3,2
healthy,7,1.59E-05,2,,degree,3.79E-05,4,2
achieve,11,2.51E-05,2,,stuart,9.47E-06,1,1
phoenix,11,2.51E-05,2,,reject,2.84E-05,3,2
finance,11,2.51E-05,2,,prefer,9.47E-06,1,2
advance,6,1.37E-05,2,,struck,9.47E-06,1,1
declare,7,1.59E-05,2,,childs,5.68E-05,6,1
exports,8,1.82E-05,2,,reopen,1.89E-05,2,2
bailout,9,2.05E-05,2,,urgent,2.84E-05,3,2
uranium,11,2.51E-05,3,,exists,1.89E-05,2,2
consent,12,2.73E-05,2,,retire,9.47E-06,1,2
watcher,12,2.73E-05,2,,pieces,9.47E-06,1,1
unhappy,12,2.73E-05,3,,grieve,9.47E-06,1,1
fishing,12,2.73E-05,2,,bridge,9.47E-06,1,1
foolish,12,2.73E-05,2,,heroism,3.79E-05,4,2
comcast,12,2.73E-05,2,,crucial,3.79E-05,4,2
threats,12,2.73E-05,1,,drivers,2.84E-05,3,2
harvard,12,2.73E-05,2,,pathway,3.79E-05,4,2
cemetery,10,2.28E-05,4,,stewart,1.89E-05,2,2
devotion,11,2.51E-05,3,,rooting,3.79E-05,4,2
epidemic,11,2.51E-05,4,,dangers,2.84E-05,3,2
included,6,1.37E-05,2,,balance,9.47E-06,1,2
exercise,11,2.51E-05,3,,awesome,1.89E-05,2,3
nonsense,11,2.51E-05,2,,surging,9.47E-06,1,2
proposal,8,1.82E-05,3,,mandela,5.68E-05,6,3
arkansas,12,2.73E-05,3,,stanley,1.89E-05,2,2
underway,12,2.73E-05,3,,ceiling,2.84E-05,3,2
franklin,12,2.73E-05,2,,forcing,1.89E-05,2,2
religion,12,2.73E-05,3,,bargain,2.84E-05,3,2
weakness,12,2.73E-05,2,,default,1.89E-05,2,2
limbaugh,12,2.73E-05,2,,enacted,1.89E-05,2,2
defeated,12,2.73E-05,2,,revenue,2.84E-05,3,3
language,12,2.73E-05,2,,propose,1.89E-05,2,2
desantis,12,2.73E-05,3,,extends,5.68E-05,6,2
lobbyist,12,2.73E-05,2,,talents,1.89E-05,2,2
migrants,12,2.73E-05,2,,sounded,9.47E-06,1,1
florence,12,2.73E-05,2,,explode,2.84E-05,3,2
milestone,6,1.37E-05,3,,donated,3.79E-05,4,2
cherished,9,2.05E-05,2,,layoffs,4.74E-05,5,2
improving,8,1.82E-05,3,,gateway,2.84E-05,3,3
donations,2,4.56E-06,3,,hopeful,4.74E-05,5,3
milwaukee,9,2.05E-05,3,,olympic,2.84E-05,3,3
explained,11,2.51E-05,2,,prosper,9.47E-06,1,2
suspended,12,2.73E-05,2,,printed,1.89E-05,2,1
soleimani,12,2.73E-05,4,,insider,3.79E-05,4,3
relations,12,2.73E-05,3,,academy,9.47E-06,1,4
massively,12,2.73E-05,4,,spouses,9.47E-06,1,1
unpopular,12,2.73E-05,4,,contest,1.89E-05,2,2
intention,12,2.73E-05,3,,incomes,9.47E-06,1,2
releasing,12,2.73E-05,3,,empower,9.47E-06,1,3
inspector,12,2.73E-05,3,,mountain,1.89E-05,2,2
shootings,12,2.73E-05,2,,presence,1.89E-05,2,2
unrelated,12,2.73E-05,3,,repealed,4.74E-05,5,2
ceasefire,12,2.73E-05,3,,outdoors,1.89E-05,2,2
remarkable,8,1.82E-05,4,,earliest,2.84E-05,3,2
prevention,3,6.83E-06,3,,jeopardy,1.89E-05,2,3
dedication,8,1.82E-05,4,,reaffirm,2.84E-05,3,2
interviews,12,2.73E-05,3,,defended,9.47E-06,1,2
negotiated,12,2.73E-05,3,,answered,2.84E-05,3,2
friendship,12,2.73E-05,2,,passover,2.84E-05,3,3
impeaching,12,2.73E-05,3,,margaret,4.74E-05,5,3
hurricanes,12,2.73E-05,3,,sergeant,9.47E-06,1,2
danny,11,2.51E-05,2,,exchange,2.84E-05,3,2
attend,10,2.28E-05,2,,argument,9.47E-06,1,3
hottest,6,1.37E-05,2,,liberate,9.47E-06,1,3
filled,5,1.14E-05,1,,practice,9.47E-06,1,2
colluded,12,2.73E-05,2,,olympics,1.89E-05,2,3
muellers,12,2.73E-05,2,,sometime,9.47E-06,1,3
personally,10,2.28E-05,4,,normandy,9.47E-06,1,3
potentially,9,2.05E-05,4,,landmark,9.47E-06,1,2
smith,12,2.73E-05,1,,takeover,2.84E-05,3,3
consecutive,2,4.56E-06,4,,tragedies,2.84E-05,3,3
legislators,4,9.11E-06,4,,arguments,1.89E-05,2,3
permanently,10,2.28E-05,4,,organizer,5.68E-05,6,4
significant,11,2.51E-05,4,,launching,2.84E-05,3,2
embarrassed,12,2.73E-05,3,,estimated,2.84E-05,3,3
journalists,12,2.73E-05,3,,guarantee,2.84E-05,3,3
admits,12,2.73E-05,2,,achieving,9.47E-06,1,3
lightweight,12,2.73E-05,2,,deadlines,5.68E-05,6,2
traffickers,12,2.73E-05,3,,defunding,1.89E-05,2,3
deductibles,12,2.73E-05,4,,unmatched,9.47E-06,1,2
dignity,6,1.37E-05,3,,delighted,3.79E-05,4,2
integrity,9,2.05E-05,4,,prominent,9.47E-06,1,3
territory,12,2.73E-05,4,,depending,9.47E-06,1,3
committees,11,2.51E-05,3,,purchases,9.47E-06,1,2
switzerland,12,2.73E-05,3,,stunning,9.47E-06,1,2
weather,9,2.05E-05,2,,mill,3.79E-05,4,1
breakthrough,7,1.59E-05,2,,falls,9.47E-06,1,1
enthusiastic,12,2.73E-05,4,,pulling,2.84E-05,3,2
environmental,9,2.05E-05,5,,enrollment,4.74E-05,5,3
approximately,11,2.51E-05,6,,wrongfully,9.47E-06,1,3
organizations,12,2.73E-05,5,,colleagues,9.47E-06,1,3
correspondents,6,1.37E-05,4,,optimistic,2.84E-05,3,4
wed,3,6.83E-06,1,,celebrates,2.84E-05,3,3
bin,5,1.14E-05,1,,guarantees,1.89E-05,2,3
nov,7,1.59E-05,1,,designated,9.47E-06,1,3
box,10,2.28E-05,1,,households,5.68E-05,6,3
van,11,2.51E-05,1,,struggling,5.68E-05,6,2
rod,11,2.51E-05,1,,disappoint,9.47E-06,1,3
door,8,1.82E-05,1,,unemployed,4.74E-05,5,3
sons,3,6.83E-06,1,,celebrated,9.47E-06,1,3
palm,10,2.28E-05,1,,critics,9.47E-06,1,2
rudy,11,2.51E-05,2,,inviting,1.89E-05,2,3
zone,11,2.51E-05,1,,coalition,9.47E-06,1,3
visa,11,2.51E-05,2,,expedited,9.47E-06,1,3
jury,11,2.51E-05,2,,gather,9.47E-06,1,2
crew,11,2.51E-05,1,,appreciated,9.47E-06,1,3
dirt,11,2.51E-05,1,,outsourcing,1.89E-05,2,3
stars,8,1.82E-05,1,,consolidate,5.68E-05,6,4
opens,8,1.82E-05,2,,appreciates,9.47E-06,1,3
tears,9,2.05E-05,1,,infographic,5.68E-05,6,4
extra,2,4.56E-06,2,,sacrificing,1.89E-05,2,4
hikes,7,1.59E-05,1,,coordinated,9.47E-06,1,3
email,8,1.82E-05,2,,nominations,9.47E-06,1,4
ought,8,1.82E-05,1,,contribution,2.84E-05,3,4
chant,8,1.82E-05,1,,temperatures,2.84E-05,3,4
guest,5,1.14E-05,1,,groundbreaking,1.89E-05,2,3
forum,9,2.05E-05,2,,sun,3.79E-05,4,1
entry,11,2.51E-05,2,,ofa,4.74E-05,5,1
races,11,2.51E-05,1,,eve,9.47E-06,1,1
squad,11,2.51E-05,1,,dec,1.89E-05,2,1
frame,11,2.51E-05,1,,hug,4.74E-05,5,1
stiff,11,2.51E-05,1,,uaw,9.47E-06,1,1
mourn,11,2.51E-05,1,,sir,9.47E-06,1,1
doral,11,2.51E-05,2,,bars,9.47E-06,1,1
ruled,11,2.51E-05,1,,aids,1.89E-05,2,1
quote,11,2.51E-05,1,,ears,1.89E-05,2,1
tiger,11,2.51E-05,2,,yard,9.47E-06,1,1
memos,11,2.51E-05,2,,holy,1.89E-05,2,2
issued,8,1.82E-05,2,,nate,9.47E-06,1,1
statue,8,1.82E-05,2,,aint,3.79E-05,4,1
loudly,9,2.05E-05,2,,gays,3.79E-05,4,1
honors,4,9.11E-06,2,,mars,2.84E-05,3,1
sought,10,2.28E-05,1,,bain,4.74E-05,5,1
belong,7,1.59E-05,2,,neil,1.89E-05,2,1
breaks,2,4.56E-06,1,,dear,1.89E-05,2,1
victim,9,2.05E-05,2,,dance,4.74E-05,5,1
morgan,7,1.59E-05,2,,grown,2.84E-05,3,1
option,9,2.05E-05,2,,hosts,1.89E-05,2,1
ruined,11,2.51E-05,1,,risks,3.79E-05,4,1
easing,11,2.51E-05,2,,holds,1.89E-05,2,1
chiefs,11,2.51E-05,1,,ports,9.47E-06,1,1
hilton,11,2.51E-05,2,,lanes,9.47E-06,1,1
station,9,2.05E-05,2,,earns,3.79E-05,4,1
resolve,4,9.11E-06,2,,elses,1.89E-05,2,1
condemn,9,2.05E-05,2,,kicks,4.74E-05,5,1
demands,10,2.28E-05,2,,pause,1.89E-05,2,1
reminds,7,1.59E-05,2,,chart,2.84E-05,3,1
complex,10,2.28E-05,2,,sandy,3.79E-05,4,2
ordered,9,2.05E-05,2,,carol,9.47E-06,1,2
outcome,9,2.05E-05,2,,faces,2.84E-05,3,1
pacific,10,2.28E-05,3,,madam,1.89E-05,2,2
passion,10,2.28E-05,2,,flood,9.47E-06,1,1
virtual,10,2.28E-05,2,,teach,1.89E-05,2,1
daytime,11,2.51E-05,2,,roots,9.47E-06,1,1
unified,11,2.51E-05,3,,cared,2.84E-05,3,1
hacking,11,2.51E-05,2,,cliff,2.84E-05,3,1
beating,11,2.51E-05,2,,trend,9.47E-06,1,1
mexican,11,2.51E-05,3,,colin,1.89E-05,2,2
hostile,11,2.51E-05,3,,pizza,2.84E-05,3,2
counter,11,2.51E-05,2,,click,9.47E-06,1,1
leakers,11,2.51E-05,2,,ryans,4.74E-05,5,1
brunson,11,2.51E-05,2,,guide,1.89E-05,2,1
dropping,10,2.28E-05,2,,freed,2.84E-05,3,1
training,6,1.37E-05,2,,shoot,9.47E-06,1,1
concrete,8,1.82E-05,2,,image,3.79E-05,4,2
listened,9,2.05E-05,2,,firms,1.89E-05,2,1
precious,8,1.82E-05,3,,derby,9.47E-06,1,2
overturn,10,2.28E-05,3,,posts,9.47E-06,1,1
nominate,10,2.28E-05,3,,shirt,4.74E-05,5,1
trending,11,2.51E-05,2,,shred,9.47E-06,1,#ERROR!
violated,11,2.51E-05,2,,trips,9.47E-06,1,1
treasure,11,2.51E-05,2,,store,1.89E-05,2,1
somewhat,11,2.51E-05,3,,bench,9.47E-06,1,1
depleted,11,2.51E-05,2,,midst,9.47E-06,1,1
requests,11,2.51E-05,2,,goals,2.84E-05,3,1
manafort,11,2.51E-05,3,,closes,9.47E-06,1,1
fraction,11,2.51E-05,2,,cruise,1.89E-05,2,1
salvador,11,2.51E-05,3,,denial,4.74E-05,5,2
determine,7,1.59E-05,3,,invade,9.47E-06,1,2
welcoming,6,1.37E-05,3,,laying,3.79E-05,4,2
wednesday,8,1.82E-05,3,,enrich,9.47E-06,1,2
restoring,4,9.11E-06,3,,builds,2.84E-05,3,1
educators,5,1.14E-05,4,,latino,3.79E-05,4,3
proposing,5,1.14E-05,3,,jackie,1.89E-05,2,2
campaigns,8,1.82E-05,2,,ideals,3.79E-05,4,2
subsidies,5,1.14E-05,3,,gender,4.74E-05,5,2
francisco,10,2.28E-05,3,,claire,9.47E-06,1,1
patriotic,10,2.28E-05,3,,trucks,9.47E-06,1,1
envelopes,11,2.51E-05,3,,expire,3.79E-05,4,2
factories,11,2.51E-05,3,,corner,1.89E-05,2,2
legendary,11,2.51E-05,4,,africa,1.89E-05,2,3
disparage,11,2.51E-05,3,,diwali,9.47E-06,1,3
foolishly,11,2.51E-05,3,,betray,1.89E-05,2,2
jerusalem,11,2.51E-05,4,,movies,9.47E-06,1,2
correctly,11,2.51E-05,3,,drives,1.89E-05,2,1
sacrifices,4,9.11E-06,3,,define,9.47E-06,1,2
nationwide,6,1.37E-05,3,,fooled,9.47E-06,1,1
understood,10,2.28E-05,3,,lesson,2.84E-05,3,2
campaigned,10,2.28E-05,2,,shadow,1.89E-05,2,2
percentage,9,2.05E-05,3,,wisely,9.47E-06,1,3
treasonous,11,2.51E-05,3,,norway,9.47E-06,1,2
helicopter,11,2.51E-05,4,,uphold,9.47E-06,1,2
supposedly,11,2.51E-05,4,,tucson,1.89E-05,2,2
propaganda,11,2.51E-05,4,,treaty,9.47E-06,1,2
announces,4,9.11E-06,2,,export,9.47E-06,1,2
connecticut,11,2.51E-05,4,,height,9.47E-06,1,1
ball,8,1.82E-05,1,,survey,9.47E-06,1,2
ally,11,2.51E-05,2,,tripled,3.79E-05,4,1
gallup,11,2.51E-05,2,,lowered,9.47E-06,1,2
unwilling,11,2.51E-05,3,,justify,9.47E-06,1,3
intellectual,10,2.28E-05,4,,warning,9.47E-06,1,2
stupidity,11,2.51E-05,4,,patient,1.89E-05,2,2
criticized,9,2.05E-05,3,,bracket,4.74E-05,5,2
hitting,9,2.05E-05,2,,picking,2.84E-05,3,2
possibility,10,2.28E-05,5,,shining,1.89E-05,2,2
individuals,9,2.05E-05,4,,privacy,2.84E-05,3,3
partnership,10,2.28E-05,3,,thrives,3.79E-05,4,1
cooperation,11,2.51E-05,4,,decides,1.89E-05,2,2
agriculture,11,2.51E-05,4,,marking,2.84E-05,3,2
declaration,11,2.51E-05,4,,trailer,4.74E-05,5,2
disappeared,11,2.51E-05,3,,marched,4.74E-05,5,1
ambassadors,11,2.51E-05,4,,noticed,9.47E-06,1,2
theft,11,2.51E-05,1,,ladders,4.74E-05,5,2
strengthening,7,1.59E-05,3,,opposes,3.79E-05,4,2
unacceptable,9,2.05E-05,5,,touched,1.89E-05,2,1
appreciation,7,1.59E-05,4,,ensures,2.84E-05,3,2
commissioner,11,2.51E-05,4,,premium,2.84E-05,3,2
disinformation,10,2.28E-05,5,,rebates,1.89E-05,2,2
obstructionist,11,2.51E-05,4,,setback,9.47E-06,1,2
mad,8,1.82E-05,1,,founded,1.89E-05,2,1
dad,4,9.11E-06,1,,knocked,3.79E-05,4,1
roe,2,4.56E-06,1,,schultz,9.47E-06,1,1
jet,10,2.28E-05,1,,pretend,9.47E-06,1,2
mob,10,2.28E-05,1,,adviser,9.47E-06,1,3
runs,9,2.05E-05,1,,engines,9.47E-06,1,2
wade,2,4.56E-06,1,,freeman,9.47E-06,1,2
ties,9,2.05E-05,1,,turnout,1.89E-05,2,2
fred,9,2.05E-05,1,,creator,9.47E-06,1,2
kick,6,1.37E-05,1,,welfare,1.89E-05,2,2
nuts,9,2.05E-05,1,,crowded,9.47E-06,1,1
govt,9,2.05E-05,1,,costing,9.47E-06,1,2
wing,7,1.59E-05,1,,islands,1.89E-05,2,2
jews,9,2.05E-05,1,,beaches,9.47E-06,1,1
